loss,mean_f1,mean_iou,mean_precision,mean_recall,val_loss,val_mean_f1,val_mean_iou,val_mean_precision,val_mean_recall,learning_rate
1.394852638244629,0.46543848514556885,0.3101317584514618,0.5758365392684937,0.6146493554115295,1.7395685911178589,0.059048205614089966,0.03587862104177475,0.0597025565803051,0.1666666716337204,0.0003000000142492354
1.0813846588134766,0.6454547643661499,0.48787808418273926,0.7479955554008484,0.7661547660827637,1.714091181755066,0.05905136838555336,0.03588029369711876,0.0597025565803051,0.1666666716337204,0.0003000000142492354
0.9921329021453857,0.6765580773353577,0.5244473814964294,0.37340331077575684,0.4366798400878906,1.675342082977295,0.059087175875902176,0.035898786038160324,0.11525993794202805,0.16667310893535614,0.0003000000142492354
0.9268173575401306,0.699131965637207,0.5485754013061523,0.7774533629417419,0.776295006275177,1.622428297996521,0.10805133730173111,0.06491205841302872,0.1515401154756546,0.21185921132564545,0.0003000000142492354
0.9107012152671814,0.701331615447998,0.5527646541595459,0.7492759823799133,0.7494068741798401,1.5734015703201294,0.1693418025970459,0.10450243949890137,0.1579616665840149,0.23957206308841705,0.0003000000142492354
0.900448739528656,0.7058051228523254,0.5562112927436829,0.5868834853172302,0.6137769818305969,1.409456729888916,0.37063395977020264,0.2622282803058624,0.4748106300830841,0.27274423837661743,0.0003000000142492354
0.882565438747406,0.7133346199989319,0.5684458613395691,0.6111313700675964,0.6462501883506775,1.2031153440475464,0.496955543756485,0.3553679883480072,0.6770845055580139,0.32528817653656006,0.0003000000142492354
0.8532854318618774,0.7231059670448303,0.5788729190826416,0.7794856429100037,0.7825887799263,1.0024546384811401,0.6635062098503113,0.5048643946647644,0.6615054607391357,0.5173630714416504,0.0003000000142492354
0.8507242202758789,0.7215757966041565,0.5789505243301392,0.5619388818740845,0.5893046855926514,0.8877702951431274,0.6959940791130066,0.5393598079681396,0.6440829038619995,0.49971887469291687,0.0003000000142492354
0.849793553352356,0.7220035195350647,0.5769319534301758,0.6741181015968323,0.7101833820343018,0.8413463830947876,0.7181398868560791,0.5724530220031738,0.6484108567237854,0.5388246774673462,0.0003000000142492354
0.8408161997795105,0.7260652184486389,0.5816781520843506,0.5353307723999023,0.6061437129974365,0.82037752866745,0.7216951847076416,0.5745444893836975,0.647813618183136,0.5419251918792725,0.0003000000142492354
0.8106417059898376,0.7383235096931458,0.5973568558692932,0.46905502676963806,0.5590763688087463,0.8075982332229614,0.7359104156494141,0.5916174054145813,0.63028484582901,0.5821300148963928,0.0003000000142492354
0.8199992775917053,0.7312353253364563,0.5892735123634338,0.720594584941864,0.7384756207466125,0.8065710067749023,0.7379710078239441,0.5961220264434814,0.5967376828193665,0.5889191627502441,0.0003000000142492354
0.8034665584564209,0.7376661896705627,0.5980563759803772,0.4746706485748291,0.43724846839904785,0.8060062527656555,0.7329601645469666,0.5869213938713074,0.6306998133659363,0.6182021498680115,0.0003000000142492354
0.8087891936302185,0.7343072891235352,0.5943548083305359,0.5338667035102844,0.6293215155601501,0.7870689630508423,0.7417383790016174,0.5983643531799316,0.6455761790275574,0.5789321064949036,0.0003000000142492354
0.7896344065666199,0.7436172366142273,0.605156660079956,0.4768235683441162,0.5449116826057434,0.7946304678916931,0.742382824420929,0.5994578003883362,0.61003178358078,0.6130226254463196,0.0003000000142492354
0.7905720472335815,0.7431237101554871,0.6058899760246277,0.6688399910926819,0.6850312352180481,0.798719048500061,0.7419084906578064,0.5992838144302368,0.6178892254829407,0.6329076290130615,0.0003000000142492354
0.7772009372711182,0.7479934096336365,0.6109965443611145,0.42897114157676697,0.37716785073280334,0.7773889303207397,0.7492997646331787,0.6082088351249695,0.6353358626365662,0.563908040523529,0.0003000000142492354
0.7854700088500977,0.7438614368438721,0.6052382588386536,0.6141026616096497,0.5656219720840454,0.7886067032814026,0.7468454241752625,0.6055936217308044,0.6234032511711121,0.5707293152809143,0.0003000000142492354
0.7896087765693665,0.7424278855323792,0.6032841205596924,0.6577412486076355,0.6538906097412109,0.7893039584159851,0.7358264327049255,0.5913881659507751,0.6366474032402039,0.5540428757667542,0.0003000000142492354
0.7758582830429077,0.7463286519050598,0.6092036962509155,0.595917820930481,0.6460418105125427,0.7830066084861755,0.7463182806968689,0.6048604846000671,0.6230402588844299,0.5721513628959656,0.0003000000142492354
0.7547378540039062,0.7562916874885559,0.6217270493507385,0.6646303534507751,0.6992595195770264,0.7807567119598389,0.7454516887664795,0.6055604815483093,0.6184774041175842,0.5793747901916504,0.0003000000142492354
0.7590057253837585,0.7550549507141113,0.6202372908592224,0.634437620639801,0.6632769107818604,0.7851760983467102,0.7460991740226746,0.6052708029747009,0.6201029419898987,0.6100355386734009,0.0003000000142492354
0.7430164217948914,0.7608322501182556,0.6279659271240234,0.5971280932426453,0.6243818998336792,0.7664077877998352,0.7566877007484436,0.6185486912727356,0.6326590180397034,0.6045812964439392,9.000000136438757e-05
0.7347771525382996,0.7661710381507874,0.6346964240074158,0.6151679158210754,0.7111422419548035,0.7626257538795471,0.7560914158821106,0.6170119047164917,0.6326236128807068,0.5818137526512146,9.000000136438757e-05
0.7481226325035095,0.7596156001091003,0.6264321208000183,0.6844084858894348,0.682259738445282,0.765767514705658,0.7553715109825134,0.6167894005775452,0.6119017004966736,0.5872363448143005,9.000000136438757e-05
0.7446359992027283,0.7618918418884277,0.6292470097541809,0.6548483967781067,0.6922141909599304,0.7624201774597168,0.7566120028495789,0.6179547905921936,0.6240972876548767,0.6124878525733948,9.000000136438757e-05
0.7247670888900757,0.7709808349609375,0.6418061852455139,0.8025767207145691,0.7796069979667664,0.7641130685806274,0.7546998858451843,0.6150331497192383,0.6325283050537109,0.59572833776474,9.000000136438757e-05
0.7232330441474915,0.7686546444892883,0.6389524340629578,0.49438121914863586,0.5250343084335327,0.7638705968856812,0.7535150647163391,0.6139390468597412,0.6352210640907288,0.5827675461769104,9.000000136438757e-05
0.7253780364990234,0.768373429775238,0.6382039785385132,0.7719628810882568,0.779076099395752,0.759297788143158,0.7556533813476562,0.6172357201576233,0.6409032940864563,0.5848395824432373,2.700000004551839e-05
0.7170261144638062,0.7718977332115173,0.6433228850364685,0.7505669593811035,0.7548524737358093,0.7606943845748901,0.7559940218925476,0.617470920085907,0.6316458582878113,0.597039520740509,2.700000004551839e-05
0.729006826877594,0.7663792967796326,0.6364431977272034,0.647188663482666,0.6875799298286438,0.761596143245697,0.7553971409797668,0.6167381405830383,0.6244986057281494,0.5938056707382202,2.700000004551839e-05
0.7265467643737793,0.7684034705162048,0.6382959485054016,0.6121810078620911,0.6590362787246704,0.7592146992683411,0.7562945485115051,0.6177377700805664,0.6305277347564697,0.599916934967041,2.700000004551839e-05
0.721581220626831,0.7692773342132568,0.6399275660514832,0.6744351983070374,0.7123198509216309,0.7593547701835632,0.755350649356842,0.6164062023162842,0.6305506825447083,0.5926012992858887,2.700000004551839e-05
0.7152625322341919,0.771833598613739,0.6427177786827087,0.6525005102157593,0.7517793774604797,0.7585144639015198,0.7561149001121521,0.6175418496131897,0.6307681798934937,0.594049870967865,8.099999831756577e-06
0.7273648977279663,0.7687138915061951,0.6384003162384033,0.5232273936271667,0.5878844857215881,0.7594566941261292,0.7561346888542175,0.6176769137382507,0.6290883421897888,0.59840327501297,8.099999831756577e-06
0.7342128157615662,0.7646566033363342,0.6329776048660278,0.5338181853294373,0.5319394469261169,0.760677695274353,0.7550416588783264,0.6162619590759277,0.6305894255638123,0.5969257950782776,8.099999831756577e-06
0.7211096286773682,0.7704772353172302,0.6413204073905945,0.39848580956459045,0.44490766525268555,0.7607800364494324,0.7553998827934265,0.6167647838592529,0.6286256313323975,0.5948342680931091,8.099999831756577e-06
0.7193046808242798,0.7721927762031555,0.6434323787689209,0.5535534024238586,0.562290608882904,0.7597635388374329,0.7555739879608154,0.6168920397758484,0.6298148036003113,0.5921089053153992,8.099999831756577e-06
0.7311475276947021,0.7685865759849548,0.638228178024292,0.6359274983406067,0.707303524017334,0.7603512406349182,0.7554933428764343,0.6167721152305603,0.6301773190498352,0.5936663150787354,2.429999995001708e-06
0.7142285704612732,0.7739858627319336,0.645474910736084,0.6574581861495972,0.7291906476020813,0.7605524659156799,0.7554853558540344,0.6168328523635864,0.6287326216697693,0.5964307188987732,2.429999995001708e-06
0.7256680727005005,0.7693483829498291,0.6388095021247864,0.4796924293041229,0.47900351881980896,0.7607227563858032,0.7555729746818542,0.6169776320457458,0.6289756894111633,0.5992055535316467,2.429999995001708e-06
0.7249431014060974,0.7694602012634277,0.6398717761039734,0.6320730447769165,0.6264052987098694,0.7598798274993896,0.7557031512260437,0.6170883774757385,0.6288687586784363,0.5966881513595581,2.429999995001708e-06
0.7126715183258057,0.7733239531517029,0.645054280757904,0.6300737857818604,0.7106725573539734,0.7590660452842712,0.7559015154838562,0.6172679662704468,0.6295402646064758,0.5954200625419617,2.429999995001708e-06
0.7177907228469849,0.7704071998596191,0.6406803727149963,0.7584340572357178,0.7811641693115234,0.7585820555686951,0.7560203075408936,0.6173479557037354,0.6296117305755615,0.5949533581733704,7.2900002123788e-07
0.7249813079833984,0.7679521441459656,0.6383900046348572,0.6210827827453613,0.6576485633850098,0.7591830492019653,0.7558848261833191,0.6172160506248474,0.6299806237220764,0.5954063534736633,7.2900002123788e-07
0.7140244841575623,0.7738699316978455,0.6456647515296936,0.6644635200500488,0.7018676400184631,0.759188175201416,0.7557992935180664,0.6171087622642517,0.629867672920227,0.5948538184165955,7.2900002123788e-07
0.7221406102180481,0.770408570766449,0.6406355500221252,0.594825267791748,0.6349667310714722,0.7601235508918762,0.7556725144386292,0.6170499324798584,0.6293370127677917,0.5965701937675476,7.2900002123788e-07
0.7135514616966248,0.7743852734565735,0.6461146473884583,0.6663346886634827,0.6891520619392395,0.7598086595535278,0.7557041645050049,0.617099940776825,0.6296324133872986,0.5967873930931091,7.2900002123788e-07
0.7113432884216309,0.7733808159828186,0.6457926034927368,0.7256791591644287,0.7693155407905579,0.7593687176704407,0.7558730244636536,0.6172371506690979,0.6296449303627014,0.5960716009140015,2.1870000921353494e-07
